Executing fixed runner now.
Test being executed: RegressionTest0.test037
Test being executed: RegressionTest0.test038
Test being executed: RegressionTest0.test039
Test being executed: RegressionTest0.test040
Test being executed: RegressionTest0.test041
Test being executed: RegressionTest0.test042
Test being executed: RegressionTest0.test043
Test being executed: RegressionTest0.test044
Test being executed: RegressionTest0.test045
Test being executed: RegressionTest0.test046
Test being executed: RegressionTest0.test047
Test being executed: RegressionTest0.test048
Test being executed: RegressionTest0.test049
Test being executed: RegressionTest0.test050
Test being executed: RegressionTest0.test051
Test being executed: RegressionTest0.test052
Test being executed: RegressionTest0.test053
Test being executed: RegressionTest0.test054
Test being executed: RegressionTest0.test055
Test being executed: RegressionTest0.test056
Test being executed: RegressionTest0.test057
Test being executed: RegressionTest0.test058
Test being executed: RegressionTest0.test059
Test being executed: RegressionTest0.test060
Test being executed: RegressionTest0.test061
Test being executed: RegressionTest0.test062
Test being executed: RegressionTest0.test063
Test being executed: RegressionTest0.test064
Test being executed: RegressionTest0.test065
Test being executed: RegressionTest0.test066
Test being executed: RegressionTest0.test067
Test being executed: RegressionTest0.test068
Test being executed: RegressionTest0.test069
Test being executed: RegressionTest0.test070
Test being executed: RegressionTest0.test071
Test being executed: RegressionTest0.test072
Test being executed: RegressionTest0.test073
Test being executed: RegressionTest0.test074
Test being executed: RegressionTest0.test075
Test being executed: RegressionTest0.test076
Test being executed: RegressionTest0.test077
Test being executed: RegressionTest0.test078
Test being executed: RegressionTest0.test079
Test being executed: RegressionTest0.test080
Test being executed: RegressionTest0.test081
Test being executed: RegressionTest0.test082
Test being executed: RegressionTest0.test083
Test being executed: RegressionTest0.test084
Test being executed: RegressionTest0.test085
Test being executed: RegressionTest0.test086
Test being executed: RegressionTest0.test087
Test being executed: RegressionTest0.test088
Test being executed: RegressionTest0.test089
Test being executed: RegressionTest0.test090
Test being executed: RegressionTest0.test091
Test being executed: RegressionTest0.test092
Test being executed: RegressionTest0.test093
Test being executed: RegressionTest0.test094
Test being executed: RegressionTest0.test095
Test being executed: RegressionTest0.test096
Test being executed: RegressionTest0.test097
Test being executed: RegressionTest0.test098
Test being executed: RegressionTest0.test099
Test being executed: RegressionTest0.test100
Test being executed: RegressionTest0.test101
Test being executed: RegressionTest0.test102
Test being executed: RegressionTest0.test103
Test being executed: RegressionTest0.test104
Test being executed: RegressionTest0.test105
Test being executed: RegressionTest0.test106
Test being executed: RegressionTest0.test107
Test being executed: RegressionTest0.test108
Test being executed: RegressionTest0.test109
Test being executed: RegressionTest0.test110
Test being executed: RegressionTest0.test111
Test being executed: RegressionTest0.test112
Test being executed: RegressionTest0.test113
Test being executed: RegressionTest0.test114
Test being executed: RegressionTest0.test115
Test being executed: RegressionTest0.test116
Test being executed: RegressionTest0.test117
Test being executed: RegressionTest0.test118
Test being executed: RegressionTest0.test119
Test being executed: RegressionTest0.test120
Test being executed: RegressionTest0.test121
Test being executed: RegressionTest0.test122
Test being executed: RegressionTest0.test123
Test being executed: RegressionTest0.test124
Test being executed: RegressionTest0.test125
Test being executed: RegressionTest0.test126
Test being executed: RegressionTest0.test127
Test being executed: RegressionTest0.test128
Test being executed: RegressionTest0.test129
Test being executed: RegressionTest0.test130
Test being executed: RegressionTest0.test131
Test being executed: RegressionTest0.test132
Test being executed: RegressionTest0.test133
Test being executed: RegressionTest0.test134
Test being executed: RegressionTest0.test135
Test being executed: RegressionTest0.test136
Test being executed: RegressionTest0.test137
Test being executed: RegressionTest0.test138
Test being executed: RegressionTest0.test139
Test being executed: RegressionTest0.test140
Test being executed: RegressionTest0.test141
Test being executed: RegressionTest0.test142
Test being executed: RegressionTest0.test143
Test being executed: RegressionTest0.test144
Test being executed: RegressionTest0.test145
Test being executed: RegressionTest0.test146
Test being executed: RegressionTest0.test147
Test being executed: RegressionTest0.test148
Test being executed: RegressionTest0.test149
Test being executed: RegressionTest0.test150
Test being executed: RegressionTest0.test151
Test being executed: RegressionTest0.test152
Test being executed: RegressionTest0.test153
Test being executed: RegressionTest0.test154
Test being executed: RegressionTest0.test155
Test being executed: RegressionTest0.test156
Test being executed: RegressionTest0.test157
Test being executed: RegressionTest0.test158
Test being executed: RegressionTest0.test159
Test being executed: RegressionTest0.test160
Test being executed: RegressionTest0.test161
Test being executed: RegressionTest0.test162
Test being executed: RegressionTest0.test163
Test being executed: RegressionTest0.test164
Test being executed: RegressionTest0.test165
Test being executed: RegressionTest0.test166
Test being executed: RegressionTest0.test167
Test being executed: RegressionTest0.test168
Test being executed: RegressionTest0.test169
Test being executed: RegressionTest0.test170
Test being executed: RegressionTest0.test171
Test being executed: RegressionTest0.test172
Test being executed: RegressionTest0.test173
Test being executed: RegressionTest0.test174
Test being executed: RegressionTest0.test175
Test being executed: RegressionTest0.test176
Test being executed: RegressionTest0.test177
Test being executed: RegressionTest0.test178
Test being executed: RegressionTest0.test179
Test being executed: RegressionTest0.test180
Test being executed: RegressionTest0.test181
Test being executed: RegressionTest0.test182
Test being executed: RegressionTest0.test183
Test being executed: RegressionTest0.test184
Test being executed: RegressionTest0.test185
Test being executed: RegressionTest0.test186
Test being executed: RegressionTest0.test187
Test being executed: RegressionTest0.test188
Test being executed: RegressionTest0.test189
Test being executed: RegressionTest0.test190
Test being executed: RegressionTest0.test191
Test being executed: RegressionTest0.test192
Test being executed: RegressionTest0.test193
Test being executed: RegressionTest0.test194
Test being executed: RegressionTest0.test195
Test being executed: RegressionTest0.test196
Test being executed: RegressionTest0.test197
Test being executed: RegressionTest0.test198
Test being executed: RegressionTest0.test199
Test being executed: RegressionTest0.test200
Test being executed: RegressionTest0.test201
Test being executed: RegressionTest0.test202
Test being executed: RegressionTest0.test203
Test being executed: RegressionTest0.test204
Test being executed: RegressionTest0.test205
Test being executed: RegressionTest0.test206
Test being executed: RegressionTest0.test207
Test being executed: RegressionTest0.test208
Test being executed: RegressionTest0.test209
Test being executed: RegressionTest0.test210
Test being executed: RegressionTest0.test211
Test being executed: RegressionTest0.test212
Test being executed: RegressionTest0.test213
Test being executed: RegressionTest0.test214
Test being executed: RegressionTest0.test215
Test being executed: RegressionTest0.test216
Test being executed: RegressionTest0.test217
Test being executed: RegressionTest0.test218
Test being executed: RegressionTest0.test219
Test being executed: RegressionTest0.test220
Test being executed: RegressionTest0.test221
Test being executed: RegressionTest0.test222
Test being executed: RegressionTest0.test223
Test being executed: RegressionTest0.test224
Test being executed: RegressionTest0.test225
Test being executed: RegressionTest0.test226
Test being executed: RegressionTest0.test227
Test being executed: RegressionTest0.test228
Test being executed: RegressionTest0.test229
Test being executed: RegressionTest0.test230
Test being executed: RegressionTest0.test231
Test being executed: RegressionTest0.test232
Test being executed: RegressionTest0.test233
Test being executed: RegressionTest0.test234
Test being executed: RegressionTest0.test235
Test being executed: RegressionTest0.test236
Test being executed: RegressionTest0.test237
Test being executed: RegressionTest0.test238
Test being executed: RegressionTest0.test239
Test being executed: RegressionTest0.test240
Test being executed: RegressionTest0.test241
Test being executed: RegressionTest0.test242
Test being executed: RegressionTest0.test243
Test being executed: RegressionTest0.test244
Test being executed: RegressionTest0.test245
Test being executed: RegressionTest0.test246
Test being executed: RegressionTest0.test247
Test being executed: RegressionTest0.test248
Test being executed: RegressionTest0.test249
Test being executed: RegressionTest0.test250
Test being executed: RegressionTest0.test251
Test being executed: RegressionTest0.test252
Test being executed: RegressionTest0.test253
Test being executed: RegressionTest0.test254
Test being executed: RegressionTest0.test255
Test being executed: RegressionTest0.test256
Test being executed: RegressionTest0.test257
Test being executed: RegressionTest0.test258
Test being executed: RegressionTest0.test259
Test being executed: RegressionTest0.test260
Test being executed: RegressionTest0.test261
Test being executed: RegressionTest0.test262
Test being executed: RegressionTest0.test263
Test being executed: RegressionTest0.test264
Test being executed: RegressionTest0.test265
Test being executed: RegressionTest0.test266
Test being executed: RegressionTest0.test267
Test being executed: RegressionTest0.test268
Test being executed: RegressionTest0.test269
Test being executed: RegressionTest0.test270
Test being executed: RegressionTest0.test271
Test being executed: RegressionTest0.test272
Test being executed: RegressionTest0.test273
Test being executed: RegressionTest0.test274
Test being executed: RegressionTest0.test275
Test being executed: RegressionTest0.test276
Test being executed: RegressionTest0.test277
Test being executed: RegressionTest0.test278
Test being executed: RegressionTest0.test279
Test being executed: RegressionTest0.test280
Test being executed: RegressionTest0.test281
Test being executed: RegressionTest0.test282
Test being executed: RegressionTest0.test283
Test being executed: RegressionTest0.test284
Test being executed: RegressionTest0.test285
Test being executed: RegressionTest0.test286
Test being executed: RegressionTest0.test287
Test being executed: RegressionTest0.test288
Test being executed: RegressionTest0.test289
Test being executed: RegressionTest0.test290
Test being executed: RegressionTest0.test291
Test being executed: RegressionTest0.test292
Test being executed: RegressionTest0.test293
Test being executed: RegressionTest0.test294
Test being executed: RegressionTest0.test295
Test being executed: RegressionTest0.test296
Test being executed: RegressionTest0.test297
Test being executed: RegressionTest0.test298
Total execution time: 2321954622

Pass: 319, Fail: 0, Error: 4
{ErrorTest0.test2=529363367, ErrorTest0.test1=13673925, RegressionTest0.test006=74130166, RegressionTest0.test001=9851424, RegressionTest0.test003=9276121, RegressionTest0.test002=6138123, RegressionTest0.test007=85409755, RegressionTest0.test008=7435811, RegressionTest0.test299=5947850, RegressionTest0.test300=6647396, RegressionTest0.test301=5281105, RegressionTest0.test302=4812179, RegressionTest0.test303=16853020, RegressionTest0.test304=3589298, RegressionTest0.test305=263344446, RegressionTest0.test306=6431503, RegressionTest0.test307=6691775, RegressionTest0.test308=8195304, RegressionTest0.test309=5642752, RegressionTest0.test310=5034340, RegressionTest0.test311=3852986, RegressionTest0.test312=3953825, RegressionTest0.test313=3719726, RegressionTest0.test314=14410218, RegressionTest0.test315=12228496, RegressionTest0.test316=18766389, RegressionTest0.test317=6815238, RegressionTest0.test318=3178881, RegressionTest0.test319=2375918, RegressionTest0.test320=3282479, RegressionTest0.test321=54973724, RegressionTest0.test005=5052850, RegressionTest0.test004=2261262, RegressionTest0.test009=3012531, RegressionTest0.test010=3799345, RegressionTest0.test011=2044539, RegressionTest0.test012=2782849, RegressionTest0.test013=2164966, RegressionTest0.test014=2862647, RegressionTest0.test015=1951249, RegressionTest0.test016=2092659, RegressionTest0.test017=2304134, RegressionTest0.test018=2990237, RegressionTest0.test019=2270155, RegressionTest0.test020=2197996, RegressionTest0.test021=1836824, RegressionTest0.test022=3018309, RegressionTest0.test023=9874798, RegressionTest0.test024=2261238, RegressionTest0.test025=2291074, RegressionTest0.test026=1964282, RegressionTest0.test027=3424482, RegressionTest0.test028=1912837, RegressionTest0.test029=1900138, RegressionTest0.test030=2596976, RegressionTest0.test031=2361339, RegressionTest0.test032=2053722, RegressionTest0.test033=12325070, RegressionTest0.test034=3188815, RegressionTest0.test035=3560140, RegressionTest0.test036=2454014, RegressionTest0.test037=2697052, RegressionTest0.test038=1851858, RegressionTest0.test039=10458334, RegressionTest0.test040=3027952, RegressionTest0.test041=2130845, RegressionTest0.test042=1799640, RegressionTest0.test043=1873439, RegressionTest0.test044=2541434, RegressionTest0.test045=8896338, RegressionTest0.test046=1925154, RegressionTest0.test047=1709348, RegressionTest0.test048=2500539, RegressionTest0.test049=1773115, RegressionTest0.test050=2136445, RegressionTest0.test051=1703453, RegressionTest0.test052=2408176, RegressionTest0.test053=1868815, RegressionTest0.test054=1756804, RegressionTest0.test055=1818650, RegressionTest0.test056=2475483, RegressionTest0.test057=1768176, RegressionTest0.test058=1720019, RegressionTest0.test059=1927781, RegressionTest0.test060=2718407, RegressionTest0.test061=9958750, RegressionTest0.test062=4083801, RegressionTest0.test063=2699447, RegressionTest0.test064=2785922, RegressionTest0.test065=1739000, RegressionTest0.test066=1675122, RegressionTest0.test067=1687891, RegressionTest0.test068=2352777, RegressionTest0.test069=1789846, RegressionTest0.test070=1911782, RegressionTest0.test071=2713547, RegressionTest0.test072=1826050, RegressionTest0.test073=2469956, RegressionTest0.test074=1772442, RegressionTest0.test075=2629161, RegressionTest0.test076=1728407, RegressionTest0.test077=1729950, RegressionTest0.test078=2201786, RegressionTest0.test079=2412411, RegressionTest0.test080=1672504, RegressionTest0.test081=1670660, RegressionTest0.test082=1767997, RegressionTest0.test083=2369244, RegressionTest0.test084=7734773, RegressionTest0.test085=1791761, RegressionTest0.test086=1913531, RegressionTest0.test087=2322391, RegressionTest0.test088=1605090, RegressionTest0.test089=1567654, RegressionTest0.test090=1602182, RegressionTest0.test091=2188538, RegressionTest0.test092=1650409, RegressionTest0.test093=1769155, RegressionTest0.test094=1640566, RegressionTest0.test095=2689726, RegressionTest0.test096=1670113, RegressionTest0.test097=1603726, RegressionTest0.test098=2263413, RegressionTest0.test099=6619761, RegressionTest0.test100=2399779, RegressionTest0.test101=1701865, RegressionTest0.test102=1653102, RegressionTest0.test103=3482986, RegressionTest0.test104=2130067, RegressionTest0.test105=1546976, RegressionTest0.test106=3795056, RegressionTest0.test107=2202232, RegressionTest0.test108=1642011, RegressionTest0.test109=1566656, RegressionTest0.test110=2200029, RegressionTest0.test111=5616859, RegressionTest0.test112=2329217, RegressionTest0.test113=1700692, RegressionTest0.test114=1531254, RegressionTest0.test115=2215050, RegressionTest0.test116=1545858, RegressionTest0.test117=1497594, RegressionTest0.test118=1539342, RegressionTest0.test119=2457562, RegressionTest0.test120=1992280, RegressionTest0.test121=1526272, RegressionTest0.test122=1529334, RegressionTest0.test123=2370259, RegressionTest0.test124=1659198, RegressionTest0.test125=2121257, RegressionTest0.test126=2262775, RegressionTest0.test127=1921383, RegressionTest0.test128=1717227, RegressionTest0.test129=1700813, RegressionTest0.test130=2329778, RegressionTest0.test131=1534454, RegressionTest0.test132=1622401, RegressionTest0.test133=1541123, RegressionTest0.test134=2478181, RegressionTest0.test135=1556741, RegressionTest0.test136=1656275, RegressionTest0.test137=2325219, RegressionTest0.test138=1527475, RegressionTest0.test139=1584820, RegressionTest0.test140=7201157, RegressionTest0.test141=1708433, RegressionTest0.test142=2423118, RegressionTest0.test143=1892008, RegressionTest0.test144=1878549, RegressionTest0.test145=1550922, RegressionTest0.test146=2516028, RegressionTest0.test147=1751691, RegressionTest0.test148=1613678, RegressionTest0.test149=1608839, RegressionTest0.test150=5997661, RegressionTest0.test151=2423227, RegressionTest0.test152=1754298, RegressionTest0.test153=1678811, RegressionTest0.test154=2497106, RegressionTest0.test155=1676974, RegressionTest0.test156=1592664, RegressionTest0.test157=1541462, RegressionTest0.test158=2404504, RegressionTest0.test159=1947245, RegressionTest0.test160=1754434, RegressionTest0.test161=1584768, RegressionTest0.test162=2299536, RegressionTest0.test163=13289771, RegressionTest0.test164=1582394, RegressionTest0.test165=1832760, RegressionTest0.test166=2318845, RegressionTest0.test167=1766897, RegressionTest0.test168=2101916, RegressionTest0.test169=1652837, RegressionTest0.test170=2371839, RegressionTest0.test171=1509484, RegressionTest0.test172=6348837, RegressionTest0.test173=1778809, RegressionTest0.test174=1555346, RegressionTest0.test175=2183536, RegressionTest0.test176=1557464, RegressionTest0.test177=1511272, RegressionTest0.test178=6408299, RegressionTest0.test179=1934245, RegressionTest0.test180=2335349, RegressionTest0.test181=4019367, RegressionTest0.test182=1504202, RegressionTest0.test183=2398093, RegressionTest0.test184=1455840, RegressionTest0.test185=1664874, RegressionTest0.test186=1588208, RegressionTest0.test187=2191463, RegressionTest0.test188=6569437, RegressionTest0.test189=1639780, RegressionTest0.test190=1756420, RegressionTest0.test191=1630771, RegressionTest0.test192=2256197, RegressionTest0.test193=1675744, RegressionTest0.test194=1490472, RegressionTest0.test195=2209917, RegressionTest0.test196=1499781, RegressionTest0.test197=1594929, RegressionTest0.test198=1454880, RegressionTest0.test199=2167588, RegressionTest0.test200=1773289, RegressionTest0.test201=1537748, RegressionTest0.test202=1557435, RegressionTest0.test203=2404286, RegressionTest0.test204=1831168, RegressionTest0.test205=1540206, RegressionTest0.test206=2314953, RegressionTest0.test207=1565132, RegressionTest0.test208=1653577, RegressionTest0.test209=1455217, RegressionTest0.test210=2287268, RegressionTest0.test211=1672401, RegressionTest0.test212=1757013, RegressionTest0.test213=7679372, RegressionTest0.test214=1613074, RegressionTest0.test215=2530394, RegressionTest0.test216=1650040, RegressionTest0.test217=1661004, RegressionTest0.test218=1580287, RegressionTest0.test219=2724056, RegressionTest0.test220=6187309, RegressionTest0.test221=1841129, RegressionTest0.test222=1661794, RegressionTest0.test223=2464031, RegressionTest0.test224=5393639, RegressionTest0.test225=2155526, RegressionTest0.test226=1636992, RegressionTest0.test227=1641935, RegressionTest0.test228=2333447, RegressionTest0.test229=1583686, RegressionTest0.test230=2238032, RegressionTest0.test231=3163694, RegressionTest0.test232=3584623, RegressionTest0.test233=2677222, RegressionTest0.test234=7618976, RegressionTest0.test235=5999748, RegressionTest0.test236=1622398, RegressionTest0.test237=1550833, RegressionTest0.test238=2254069, RegressionTest0.test239=1575710, RegressionTest0.test240=5696623, RegressionTest0.test241=1556195, RegressionTest0.test242=1581002, RegressionTest0.test243=2353575, RegressionTest0.test244=1478025, RegressionTest0.test245=1616644, RegressionTest0.test246=1585732, RegressionTest0.test247=2199480, RegressionTest0.test248=1717320, RegressionTest0.test249=1609145, RegressionTest0.test250=2175158, RegressionTest0.test251=1457068, RegressionTest0.test252=7023038, RegressionTest0.test253=1583820, RegressionTest0.test254=1501782, RegressionTest0.test255=2136151, RegressionTest0.test256=1473221, RegressionTest0.test257=1504501, RegressionTest0.test258=1528526, RegressionTest0.test259=2130264, RegressionTest0.test260=1573372, RegressionTest0.test261=5812185, RegressionTest0.test262=1621827, RegressionTest0.test263=1450349, RegressionTest0.test264=2265121, RegressionTest0.test265=5283497, RegressionTest0.test266=1711455, RegressionTest0.test267=1455112, RegressionTest0.test268=1450570, RegressionTest0.test269=2256284, RegressionTest0.test270=6409227, RegressionTest0.test271=1606429, RegressionTest0.test272=1592211, RegressionTest0.test273=5678312, RegressionTest0.test274=1455156, RegressionTest0.test275=2090433, RegressionTest0.test276=1652611, RegressionTest0.test277=5425984, RegressionTest0.test278=1521063, RegressionTest0.test279=2211321, RegressionTest0.test280=1462547, RegressionTest0.test281=1535508, RegressionTest0.test282=1538499, RegressionTest0.test283=2214426, RegressionTest0.test284=1644958, RegressionTest0.test285=1515686, RegressionTest0.test286=1445795, RegressionTest0.test287=2403252, RegressionTest0.test288=1712135, RegressionTest0.test289=1552432, RegressionTest0.test290=2198645, RegressionTest0.test291=1526603, RegressionTest0.test292=1483163, RegressionTest0.test293=1460092, RegressionTest0.test294=2159516, RegressionTest0.test295=7146725, RegressionTest0.test296=1726323, RegressionTest0.test297=1542740, RegressionTest0.test298=1643261}

