Executing fixed runner now.
Test being executed: RegressionTest0.test187
Test being executed: RegressionTest0.test188
Test being executed: RegressionTest0.test189
Test being executed: RegressionTest0.test190
Test being executed: RegressionTest0.test191
Test being executed: RegressionTest0.test192
Test being executed: RegressionTest0.test001
Test being executed: RegressionTest0.test002
Test being executed: RegressionTest0.test008
Test being executed: RegressionTest0.test009
Test being executed: RegressionTest0.test010
Test being executed: RegressionTest0.test011
Test being executed: RegressionTest0.test012
Test being executed: RegressionTest0.test013
Test being executed: RegressionTest0.test014
Test being executed: RegressionTest0.test015
Test being executed: RegressionTest0.test016
Test being executed: RegressionTest0.test017
Test being executed: RegressionTest0.test018
Test being executed: RegressionTest0.test019
Test being executed: RegressionTest0.test020
Test being executed: RegressionTest0.test021
Test being executed: RegressionTest0.test022
Test being executed: RegressionTest0.test023
Test being executed: RegressionTest0.test024
Test being executed: RegressionTest0.test025
Test being executed: RegressionTest0.test026
Test being executed: RegressionTest0.test193
Test being executed: RegressionTest0.test194
Test being executed: RegressionTest0.test195
Test being executed: RegressionTest0.test196
Test being executed: RegressionTest0.test197
Test being executed: RegressionTest0.test198
Test being executed: RegressionTest0.test199
Test being executed: RegressionTest0.test200
Test being executed: RegressionTest0.test201
Test being executed: RegressionTest0.test202
Test being executed: RegressionTest0.test203
java.lang.AssertionError: '<dubbo:service uniqueServiceName="null" exported="false" unexported="false" export="false" />' != '<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" />'
	at RegressionTest0.test203(RegressionTest0.java:3868)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
Test being executed: RegressionTest0.test204
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test205
Test being executed: RegressionTest0.test206
Test being executed: RegressionTest0.test207
Test being executed: RegressionTest0.test208
Test being executed: RegressionTest0.test209
Test being executed: RegressionTest0.test210
Test being executed: RegressionTest0.test211
Test being executed: RegressionTest0.test212
Test being executed: RegressionTest0.test213
Test being executed: RegressionTest0.test214
Test being executed: RegressionTest0.test215
Test being executed: RegressionTest0.test216
Test being executed: RegressionTest0.test217
Test being executed: RegressionTest0.test218
Test being executed: RegressionTest0.test219
Test being executed: RegressionTest0.test220
Test being executed: RegressionTest0.test221
Test being executed: RegressionTest0.test222
Test being executed: RegressionTest0.test223
Test being executed: RegressionTest0.test224
Test being executed: RegressionTest0.test225
Test being executed: RegressionTest0.test226
Test being executed: RegressionTest0.test227
Test being executed: RegressionTest0.test228
Test being executed: RegressionTest0.test229
Test being executed: RegressionTest0.test230
Test being executed: RegressionTest0.test231
Test being executed: RegressionTest0.test232
Test being executed: RegressionTest0.test233
Test being executed: RegressionTest0.test234
Test being executed: RegressionTest0.test235
Test being executed: RegressionTest0.test236
Test being executed: RegressionTest0.test237
Test being executed: RegressionTest0.test238
Test being executed: RegressionTest0.test239
Test being executed: RegressionTest0.test240
Test being executed: RegressionTest0.test241
Test being executed: RegressionTest0.test242
Test being executed: RegressionTest0.test243
Test being executed: RegressionTest0.test244
Test being executed: RegressionTest0.test245
Test being executed: RegressionTest0.test246
Test being executed: RegressionTest0.test247
Test being executed: RegressionTest0.test248
Test being executed: RegressionTest0.test249
Test being executed: RegressionTest0.test250
Test being executed: RegressionTest0.test251
Test being executed: RegressionTest0.test252
Test being executed: RegressionTest0.test253
Test being executed: RegressionTest0.test254
Test being executed: RegressionTest0.test255
Test being executed: RegressionTest0.test256
Test being executed: RegressionTest0.test257
Test being executed: RegressionTest0.test258
Test being executed: RegressionTest0.test259
Test being executed: RegressionTest0.test260
Test being executed: RegressionTest0.test261
Test being executed: RegressionTest0.test262
Test being executed: RegressionTest0.test263
Test being executed: RegressionTest0.test264
Test being executed: RegressionTest0.test265
Test being executed: RegressionTest0.test266
Test being executed: RegressionTest0.test267
Test being executed: RegressionTest0.test268
Test being executed: RegressionTest0.test269
Test being executed: RegressionTest0.test270
Test being executed: RegressionTest0.test271
Test being executed: RegressionTest0.test272
Test being executed: RegressionTest0.test273
Test being executed: RegressionTest0.test274
Test being executed: RegressionTest0.test275
Test being executed: RegressionTest0.test276
Test being executed: RegressionTest0.test277
java.lang.AssertionError: '<dubbo:service uniqueServiceName="null" exported="false" unexported="false" export="false" validation="hi!" />' != '<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />'
	at RegressionTest0.test277(RegressionTest0.java:5744)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test278
Test being executed: RegressionTest0.test279
Test being executed: RegressionTest0.test280
Test being executed: RegressionTest0.test281
Test being executed: RegressionTest0.test282
Test being executed: RegressionTest0.test283
Test being executed: RegressionTest0.test284
Test being executed: RegressionTest0.test285
Test being executed: RegressionTest0.test286
Test being executed: RegressionTest0.test287
Test being executed: RegressionTest0.test288
Test being executed: RegressionTest0.test289
Test being executed: RegressionTest0.test290
Test being executed: RegressionTest0.test291
Test being executed: RegressionTest0.test292
Test being executed: RegressionTest0.test293
Test being executed: RegressionTest0.test294
Test being executed: RegressionTest0.test295
Test being executed: RegressionTest0.test296
Test being executed: RegressionTest0.test297
Test being executed: RegressionTest0.test298
Test being executed: RegressionTest0.test299
Test being executed: RegressionTest0.test300
Test being executed: RegressionTest0.test301
Test being executed: RegressionTest0.test302
Test being executed: RegressionTest0.test303
Test being executed: RegressionTest0.test304
Test being executed: RegressionTest0.test305
Test being executed: RegressionTest0.test306
Test being executed: RegressionTest0.test307
Test being executed: RegressionTest0.test308
Test being executed: RegressionTest0.test309
Test being executed: RegressionTest0.test310
Test being executed: RegressionTest0.test311
Test being executed: RegressionTest0.test312
Test being executed: RegressionTest0.test313
Test being executed: RegressionTest0.test314
Test being executed: RegressionTest0.test315
Test being executed: RegressionTest0.test316
Test being executed: RegressionTest0.test317
Test being executed: RegressionTest0.test318
Test being executed: RegressionTest0.test319
Test being executed: RegressionTest0.test320
java.lang.AssertionError: '<dubbo:service uniqueServiceName="null" exported="false" unexported="false" export="false" validation="hi!" />' != '<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />'
	at RegressionTest0.test320(RegressionTest0.java:6680)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test321
Test being executed: RegressionTest0.test322
Test being executed: RegressionTest0.test323
Test being executed: RegressionTest0.test324
Test being executed: RegressionTest0.test325
Test being executed: RegressionTest0.test326
Test being executed: RegressionTest0.test327
Test being executed: RegressionTest0.test328
Test being executed: RegressionTest0.test329
Test being executed: RegressionTest0.test330
Test being executed: RegressionTest0.test331
Test being executed: RegressionTest0.test332
Test being executed: RegressionTest0.test333
Test being executed: RegressionTest0.test334
Test being executed: RegressionTest0.test335
Test being executed: RegressionTest0.test336
Test being executed: RegressionTest0.test337
Test being executed: RegressionTest0.test338
Test being executed: RegressionTest0.test339
Test being executed: RegressionTest0.test340
Test being executed: RegressionTest0.test341
Test being executed: RegressionTest0.test342
Test being executed: RegressionTest0.test343
Test being executed: RegressionTest0.test344
Test being executed: RegressionTest0.test345
Test being executed: RegressionTest0.test346
Test being executed: RegressionTest0.test347
Test being executed: RegressionTest0.test348
Test being executed: RegressionTest0.test349
Test being executed: RegressionTest0.test350
Test being executed: RegressionTest0.test351
Test being executed: RegressionTest0.test352
Test being executed: RegressionTest0.test353
Test being executed: RegressionTest0.test354
Test being executed: RegressionTest0.test355
Test being executed: RegressionTest0.test356
Test being executed: RegressionTest0.test357
Test being executed: RegressionTest0.test358
Test being executed: RegressionTest0.test359
Test being executed: RegressionTest0.test360
Test being executed: RegressionTest0.test361
Test being executed: RegressionTest0.test362
Test being executed: RegressionTest0.test363
Test being executed: RegressionTest0.test364
Test being executed: RegressionTest0.test365
java.lang.AssertionError: '<dubbo:service uniqueServiceName="null" exported="false" unexported="false" export="false" />' != '<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" />'
	at RegressionTest0.test365(RegressionTest0.java:7739)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test366
Test being executed: RegressionTest0.test367
Test being executed: RegressionTest0.test368
Test being executed: RegressionTest0.test369
Test being executed: RegressionTest0.test370
Test being executed: RegressionTest0.test371
Test being executed: RegressionTest0.test372
Test being executed: RegressionTest0.test373
Test being executed: RegressionTest0.test374
Test being executed: RegressionTest0.test375
Test being executed: RegressionTest0.test376
Test being executed: RegressionTest0.test377
Test being executed: RegressionTest0.test378
Test being executed: RegressionTest0.test379
Test being executed: RegressionTest0.test380
Test being executed: RegressionTest0.test381
Test being executed: RegressionTest0.test382
Test being executed: RegressionTest0.test383
Test being executed: RegressionTest0.test384
Test being executed: RegressionTest0.test385
Test being executed: RegressionTest0.test386
Test being executed: RegressionTest0.test387
Test being executed: RegressionTest0.test388
Test being executed: RegressionTest0.test389
Test being executed: RegressionTest0.test390
Test being executed: RegressionTest0.test391
Test being executed: RegressionTest0.test392
Test being executed: RegressionTest0.test393
Test being executed: RegressionTest0.test394
Test being executed: RegressionTest0.test395
Test being executed: RegressionTest0.test396
Test being executed: RegressionTest0.test397
Test being executed: RegressionTest0.test398
Test being executed: RegressionTest0.test399
Test being executed: RegressionTest0.test400
Test being executed: RegressionTest0.test401
Test being executed: RegressionTest0.test402
Test being executed: RegressionTest0.test403
Test being executed: RegressionTest0.test404
Test being executed: RegressionTest0.test405
Test being executed: RegressionTest0.test406
Test being executed: RegressionTest0.test407
Test being executed: RegressionTest0.test408
Test being executed: RegressionTest0.test409
Test being executed: RegressionTest0.test410
Test being executed: RegressionTest0.test411
Test being executed: RegressionTest0.test412
Test being executed: RegressionTest0.test413
Test being executed: RegressionTest0.test414
Test being executed: RegressionTest0.test415
Test being executed: RegressionTest0.test416
Test being executed: RegressionTest0.test417
Test being executed: RegressionTest0.test418
Test being executed: RegressionTest0.test419
Test being executed: RegressionTest0.test420
Test being executed: RegressionTest0.test421
Test being executed: RegressionTest0.test422
Test being executed: RegressionTest0.test423
Test being executed: RegressionTest0.test424
Test being executed: RegressionTest0.test425
Test being executed: RegressionTest0.test426
Test being executed: RegressionTest0.test427
Test being executed: RegressionTest0.test428
Test being executed: RegressionTest0.test429
Test being executed: RegressionTest0.test430
Test being executed: RegressionTest0.test431
Test being executed: RegressionTest0.test432
Test being executed: RegressionTest0.test433
Test being executed: RegressionTest0.test434
java.lang.AssertionError: '<dubbo:service uniqueServiceName="null" exported="false" unexported="false" export="false" />' != '<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" />'
	at RegressionTest0.test434(RegressionTest0.java:9360)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
Test being executed: RegressionTest0.test435
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test436
Test being executed: RegressionTest0.test437
Test being executed: RegressionTest0.test438
Test being executed: RegressionTest0.test439
Test being executed: RegressionTest0.test440
Test being executed: RegressionTest0.test441
Test being executed: RegressionTest0.test442
Test being executed: RegressionTest0.test443
Test being executed: RegressionTest0.test444
Test being executed: RegressionTest0.test445
Test being executed: RegressionTest0.test446
Test being executed: RegressionTest0.test447
Test being executed: RegressionTest0.test448
Test being executed: RegressionTest0.test449
Test being executed: RegressionTest0.test450
Test being executed: RegressionTest0.test451
Test being executed: RegressionTest0.test452
Test being executed: RegressionTest0.test453
Test being executed: RegressionTest0.test454
Test being executed: RegressionTest0.test455
Test being executed: RegressionTest0.test456
Test being executed: RegressionTest0.test457
Test being executed: RegressionTest0.test458
Test being executed: RegressionTest0.test459
Test being executed: RegressionTest0.test460
Test being executed: RegressionTest0.test461
Test being executed: RegressionTest0.test462
Test being executed: RegressionTest0.test463
Test being executed: RegressionTest0.test464
Test being executed: RegressionTest0.test465
Test being executed: RegressionTest0.test466
Test being executed: RegressionTest0.test467
Test being executed: RegressionTest0.test468
Test being executed: RegressionTest0.test469
Test being executed: RegressionTest0.test470
Test being executed: RegressionTest0.test471
Test being executed: RegressionTest0.test472
java.lang.AssertionError: '<dubbo:service uniqueServiceName="" interface="" exported="false" unexported="false" onconnect="hi!" cluster="" timeout="-2147483648" merger="" id="" />' != '<dubbo:service exported="false" unexported="false" interface="" uniqueServiceName="" cluster="" onconnect="hi!" timeout="-2147483648" merger="" id="" />'
	at RegressionTest0.test472(RegressionTest0.java:10205)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
Test being executed: RegressionTest0.test473
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test474
Test being executed: RegressionTest0.test475
Test being executed: RegressionTest0.test476
Test being executed: RegressionTest0.test477
Test being executed: RegressionTest0.test478
Test being executed: RegressionTest0.test479
Test being executed: RegressionTest0.test480
Test being executed: RegressionTest0.test481
Test being executed: RegressionTest0.test482
Test being executed: RegressionTest0.test483
Test being executed: RegressionTest0.test484
Test being executed: RegressionTest0.test485
java.lang.AssertionError: '<dubbo:service uniqueServiceName="null" exported="false" unexported="false" export="false" />' != '<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" />'
	at RegressionTest0.test485(RegressionTest0.java:10510)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
Test being executed: RegressionTest0.test486
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test487
Test being executed: RegressionTest0.test488
Test being executed: RegressionTest0.test489
Test being executed: RegressionTest0.test490
Test being executed: RegressionTest0.test491
java.lang.AssertionError: '<dubbo:service uniqueServiceName="" interface="" exported="false" unexported="false" timeout="-2147483648" merger="" id="" />' != '<dubbo:service exported="false" unexported="false" interface="" uniqueServiceName="" timeout="-2147483648" merger="" id="" />'
	at RegressionTest0.test491(RegressionTest0.java:10651)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest0.test492
Test being executed: RegressionTest0.test493
Test being executed: RegressionTest0.test494
Test being executed: RegressionTest0.test495
Test being executed: RegressionTest0.test496
Test being executed: RegressionTest0.test497
Test being executed: RegressionTest0.test498
Test being executed: RegressionTest0.test499
Test being executed: RegressionTest0.test500
Test being executed: RegressionTest1.test006
Test being executed: RegressionTest1.test007
Test being executed: RegressionTest1.test005
Test being executed: RegressionTest1.test004
Test being executed: RegressionTest1.test003
Test being executed: RegressionTest1.test027
Test being executed: RegressionTest1.test028
Test being executed: RegressionTest1.test029
Test being executed: RegressionTest1.test030
Test being executed: RegressionTest1.test031
Test being executed: RegressionTest1.test032
Test being executed: RegressionTest1.test033
Test being executed: RegressionTest1.test034
java.lang.AssertionError: '<dubbo:service uniqueServiceName="null" exported="false" unexported="false" export="false" />' != '<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" />'
	at RegressionTest1.test034(RegressionTest1.java:802)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
Test being executed: RegressionTest1.test035
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest1.test036
Test being executed: RegressionTest1.test037
Test being executed: RegressionTest1.test038
Test being executed: RegressionTest1.test039
Test being executed: RegressionTest1.test040
Test being executed: RegressionTest1.test041
java.lang.AssertionError: '<dubbo:service uniqueServiceName="<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />" interface="<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />" exported="false" unexported="false" token="true" id="<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />" />' != '<dubbo:service exported="false" unexported="false" interface="<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />" uniqueServiceName="<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />" token="true" id="<dubbo:service exported="false" unexported="false" uniqueServiceName="null" export="false" validation="hi!" />" />'
	at RegressionTest1.test041(RegressionTest1.java:960)
	at edu.washington.cs.dt.util.JUnitTestRunner.runChild(JUnitTestRunner.java:263)
Test being executed: RegressionTest1.test042
	at edu.washington.cs.dt.util.JUnitTestRunner.run(JUnitTestRunner.java:66)
	at edu.washington.cs.dt.util.JUnitTestExecutor.execute(JUnitTestExecutor.java:207)
	at edu.washington.cs.dt.util.JUnitTestExecutor.executeWithJUnit4Runner(JUnitTestExecutor.java:231)
	at edu.washington.cs.dt.util.JUnitTestExecutor.runOrder(JUnitTestExecutor.java:49)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.runTests(TestRunnerWrapperFileInputs.java:64)
	at edu.washington.cs.dt.util.TestRunnerWrapperFileInputs.main(TestRunnerWrapperFileInputs.java:28)
Test being executed: RegressionTest1.test043
